content,flag
"三档加油不畅,车发抖",1
前杠、杠铁、扇形支架、后杠喷漆,2
轴承轮毂一侧更新,2
更换O.C.V、离合器分离轴承(南京轴承),2
HM发动机机舱养护,0
检查后杠右上角开缝,2
发动机润滑系统深度保养,0
项目发动机线束修复,0
"后排气管螺丝掉,重新固定.",1
检查空滤壳处有漏气现象(已处理),1
原因打方向有异响,1
机盖合页更换,2
发动机一级维护,0
客户反映：行车时总感觉前面电子扇噪音过大,1
很高兴为你服务,2
您的服务顾问：王跃杰13865333632,2
空调格吹干净一点,2
载重上坡振,1
W发动机机舱养护系统,0
清洗发动机润滑油道（柴油）,0
更换叶子板门前保整形,2
更换空调格(有异味),1
更换转向机回油管到转向油冷却器软管总成,0
免拆清洗油路和拆洗节气门礼券,0
旧件存放说明：自车辆取车之日起，保留7天，过期未取走，本店不负责保存！,2
检查发动机下板、闭窗器,0
悦享保养套餐(SRP)更换火花塞,0
检查左前座椅杂物箱手扣是否能固定(工种:机电),2
项目：拆装或更换节温器,0
检查雨刮前轮有异响,1
拆卸和安装密封气缸盖罩...,0
WG325检查节温器壳体和分配器壳体6600Workshopcamp,0
项目节气门喷油嘴清洗,0
清洗节气门，处理冷车加油车不走，建议观察,0
更换平面轴承,2
变速器杆旁储物盒不能完全打开,1
（上海大众）按60532公里保养,2
燃油泄力调节阀拆卸和安装,2
塑修后杠,2
检查尾箱拉锁拉不开,1
更换高端机油、机滤、空滤、汽滤,2
客户跑长途全面检查.,2
原因碰撞,1
三元催化清洗保护剂(296),2
检查车辆怠速抖动厉害熄火发动机故障灯亮,1
365底盘、轮胎专项免费检测,2
底大边喷漆（不包含油漆、辅料、钣金以及拆装）,2
更换曲轴皮带轮及前油封,0
按估价单C88087钣金喷漆右前门,2
下次保养17522或10000KM,2
检查车辆起步耸车电脑基本设定,1
检查打轮时底盘有异响、护板,1
拆装燃油泵清洗及换汽油格,0
更换左前叶内衬.左前大灯半,2
看能不能检修一下.如果修不了请报料谢谢,1
检查CD不显示,1
检测后发现机油液位异常增多、,1
左前叶左前后门左后叶喷漆,2
更换左后车门玻璃升降开关(玻璃升降失效),1
更换右前方向机拉杆,2
建议更换氧传感器2,0
清洗保护发动机润滑系统,0
10000公里保养94,2
空调蒸发箱清洗杀菌280,2
发动机凝胶养护,0
检查打方向有时有咯噔异响,1
更换机油保养（A48K）,2
免费清洗发动机机舱和车身,0
更换全合成机油(补差价170元),1
建议拆装油底壳打密封胶,2
发动机润滑系统免拆动态精洗,0
昨天拖车进厂，出现过无法启动,1
拆装节气门壳体（清洗）,0
建议更换机油压力传感器后试车,0
买一套立体脚垫,2
处理线插合拉线泡泡看看,2
6455建议更换喇叭,2
检查更换发动机线束订件,0
原因检查客户觉得发动机声音大,1
更换燃油泵和或衬垫,0
更换后保及下托后盖后围整形,2
更换张紧轮?,1
检查跑不平路面时方向发摆,1
清洗三元催化器（材料）,2
更换节气门连接管、火嘴,0
更换火花塞（4个）?,0
反映右后玻璃升降有异响,1
其它：客户反映车辆尾气排放灯亮,1
更换左后内尾灯(S)?,2
项目：更换进气电磁阀,0
拆装清洗节气门喷油嘴,0
检查轮胎及行驶中轮胎响,1
该车前减振器总成(右)异响,1
项目：机油滤清器法兰拆卸和安装,0
原因建议下次保养更换火花塞变速箱油,0
发动机保养，估价750元,0
更换前杠喷水管进气管,2
更换火花塞及导管4,0
润滑及充气:发动机冷却液更换及清洗养护,0
项目：修复:左前门,2
客户反映：发动机舱渗油严重,1
客户反映表台遇颠簸路面有异常响,1
节气门清洗(预出库),0
项目：更换一缸火花塞,0
发动机内部清洗SGM,0
发动机清洗油保养（含材料）,0
更换进气歧管运行传感器,0
外带5瓶机油（1升）,2
插解发动机辅料,0
拆装左后门饰板更换门控电机,2
车辆因为碰撞原因导致方向机异响,1
可拆卸前部分1侧或前右翼子板喷涂2级亮漆现场,2
客户反映冷车启动发动机声音大,1
程序编码?,2
公安局警车喷涂喷小号,2
侧碰传感器免费检查?,2
项目发动机养护A,0
前照灯转向灯:雾灯灯泡拆装更换(单侧),2
检查火花塞、刹车片、油水、悬挂转向系统等,0
更换机滤底座?,2
更换机油滤清器法兰(积分300,0
发动机油道清洗190,0
项目更换燃油箱燃油泵模块?,0
S空调深化保养(工时材料包干)380,2
前中网下网,2
原厂发动机油泥积碳清洗,0
天安自办,2
发动机油保养4.25L5W30,0
检修左前玻璃升降吱吱响,1
右倒车镜整形B1`,2
更换氧传感器（发动机控制）,0
水箱下横梁及左前四方架,2
拆装更换鼓风机E,1
跟换节温器,0
M拆装更换前部鼓风机,1
节温器盖板拆卸安装,0
检查时速130KM方向盘发抖,1
客户使用第二次基础保养卷,2
燃油滤清器保养,0
车身调整:前门玻璃及或玻璃升降调节器调整(单侧)组合另一侧调整,0
检查左侧行李架掉漆(工种:机电),1
项目赠送发动机外表清洗,0
拆前后杠,2
客户反映车辆雨刮加注水管有漏水现象,1
检查底盘与车身连接螺栓是否松动,1
建议更换(火花塞清洗油路三元催化),0
发动机油保养嘉实多高端机油0W306.5L,0
更换一组火花塞6缸,0
检查1、2档时车身偶尔发抖,1
客户反映:车子传动系统故障,1
安装防虫网（WX),2
拆装机油压力开关（低）总,0
更换发动机综合皮带,0
100000规范保养,2
与汽油泵同,0
更换车外边灯,2
后盖补漆后围板喷漆,2
变速器(自动档):更换变速箱油,2
检查倒车时车轮吱吱响,1
检查驱动皮带及张紧器,1
维修时间洗车时间交车时间离店,2
检查油箱盖关闭不严.调整,1
★服务顾问马晓雪:0117对以下事项已说明,2
更换左前叶太平2130,2
发动机机油保养.1385,0
更换发动机左前护板?,0
检查颠路底盘有异响,1
微信预约工时八五折,2
检查气压指示灯亮已处理,1
左后门、前杠、右前门喷漆,2
A类保养(不洗节气门）,0
更换前档玻璃下护板(工种:机电),2
拆卸安装前锁上部件,2
检查左前窗升降异响,1
密封出水室,0
更换左前减震器及上座,1
检查客户反映刹车刹不住（客户刹车过程中刹车踏板的踩的深制动力,1
项目：翻新养护发动机舱,0
机油润滑清洗保护,2
更换前杠、左前雾灯罩、左前导向,2
更换机油及格(嘉护),2
检查车辆座椅加热控制器失灵,1
温馨提示下次保养里程：33000KM,2
请检查必要时进行维修经充电检查蓄电池电压低启动功率不足导致无法启动,1
机油保养FLS,2
项目：发动机发抖.有异响,1
左前叶子板的拆卸与装配操作,2
清洗节气门(含电脑匹配,0
喷油器清洗,0
右门槛后部喷漆,2
更换左右后避震橡皮,1
进气及清洗节气门,0
客户反映车辆倒车灯好像曾经报警,1
检查客户反映:车辆在50到70码时,1
建议更换火花塞空调格,0
项目索赔更换摇控发射器并电脑匹配,2
钣金）拆装前保,2
发动机装饰盖拆除和更换(工种:机电),0
拆装右前右后轮胎,2
"救援,开锁",1
已告知如产生二次扩大损失，保,2
加1元免费充氮气、臭氧杀菌,1
检查诊断为节温器漏液,1
客述:喇叭单音,1
有侧大边喷漆,2
发动机调整:清洗喷油嘴,0
检测偶尔一次打不着火,1
检查车辆ELV报警（仪表灯光不亮,1
初级发动机舱清洗预估价59元,0
BX右前叶子板喷漆,2
不平路面40码上异响,1
前保油漆(客户自费),2
更新发动机角胶(左、右),0
4.SRP008“悦”享保养套餐火花塞保养797,0
检查机油报警提醒油位低,1
发动机舱清洗封釉,0
建议添加玻璃水、弹道校正,2
故障件代码：3015216换表里程：0.00销售日期：2013.07.30,1
项目：发动机超级保护,0
更换后故障排除故障件代码：3435009换表里程：0.00销售日期：2014.06.29,1
检查停车或倒车时刹车有异响,1
描述检查导航机黑屏,1
项目进气节气门清洗（280）,0
服务顾问：王静15181091726,2
更换燃油滤清器WLWU,0
"更新一个轮胎,右后",2
发动机润滑系统养护(清洗剂),0
检查:1.2档车子抖,1
音响总成单碟CD总成拆卸和安装,1
太保(1015日17点交车),2
换前杠牌照板,2
起车时后部异响,1
检修刹车噪音大,1
项目检查发动机噪音大未发现异常,1
常规安全检测,2
CS:加德士(会员),2
更换火花塞(材料自带),0
自适应巡航不好用,1
拆装变速箱更换变前油封,0
按40000公里保养,2
精品合成机油补差价,1
发动机电子:更换空气格,0
注意发电机上有油,0
行驶中后备箱异响已处理,1
服务顾问:余玲,2
换件详见清单,2
"发动机油底垫严重漏油,变速箱线",1
更换变矩器油封及右前半轴油封,2
人寿财前部拆解,2
更换机油、机油滤清器、空气滤清器?,0
项目：更换轮胎及动平衡,2
更换机油(美孚)及机油滤清器,0
钣金：换件见清单、校正左右前纵梁,2
更新前部和后部盘式制动器的制动摩擦片,2
添加发动机保护剂一瓶,0
暖风进水软管,1
拆装校正:左前门、左后门,2
每2万更换火花塞,0
进气歧管或歧管清洗,0
序号：1索赔单号：SP20110316931故障描述：车辆右前门玻璃升降发卡，异响,1
发动机润滑系统保护(材料,0
发动机深度养护688,0
清洗节气门喷油嘴并电脑编程,0
左后刹车盘有划痕已处理,2
机修检查:检查发现机滤座垫及气门室盖等有渗油现象,1
特价75折,2
发动机舱清洁?,0
建议每2年2万KM内更换火花塞,0
项目两前门有异响已调整,1
左侧门点漆,2
更换右前门倒车镜内三角板,2
翼子板:紧固左右前叶子板内衬,1
本次保养后建议经车间检查：四条轮胎磨损到期,1
项目更换三滤机油,2
描述代金券50元,2
建议更换左前近光灯泡,2
工时优惠券,2
检查发现发动机右侧进气管卡子损坏,1
拆装或更换接头(涡轮增压器至空气导管)?,0
已建议客户更换空气滤芯空调滤芯油路清洗火花塞汽油滤芯,0
客诉倒车踩刹车异响,1
油门踏板抖的,1
快速通道,2
建议防冻液刹车油螺丝勾,2
检查110左右方向盘抖,1
"开锁费100(应收200,客户不给)",1
客户添加玻璃水,2
"项目包含:节气门体,进气管道",0
气囊一套、风扇等,2
检查右大灯近光不亮,1
检查发动机故障灯报警动力不足,1
加氟利昂,2
夏季送清凉活动免费清洗节气门,0
其它：发动机保养,0
A10类基础保养卡5,2
检修后视镜无法调节,1
更换两后轮轮胎（调置到前轮,2
换鼓风机.电瓶,1
更新发电机皮带套件,0
例保(一油二滤更换空滤),2
右后叶、前杠（右侧）、后杠（左侧）、右下边梁喷漆,2
更换刹车油防冻液变速箱油差速器油,1
检查发现曲轴后油封附近渗油,1
更换左前大灯总成及氙灯灯泡,2
风窗装饰件2侧更换车辆上,2
进排气系统保养清洗,0
更换机油机滤国产,2
行驶打开窗户左侧有剐蹭的声音,1
前杠右侧紧固一下,1
助力油管漏液,1
移动服务活动,2
发动机舱内皮带清洁及养护,0
"发动机仓清洗维护,费用240元",0
工时代金卷200,2
注:左前车门点漆,2
客户反映：雨刮片异响,1
发动机线束保护(材料),0
报修热车怠速车里抖,1
夏检检查,2
更换发电机皮带M1197,0
清洁盘头油迹,1
空调免费清洗一次+八月活动,2
客户反映自动大灯功能异常,1
检查高速抖,1
可能会有抖动,1
更换波箱油3升、前油封1个、档杆油封1个,0
蓄电池、四门铰链、橡胶件保护,2
检查右前车门升降异响,1
发动机清洗剂保护剂,0
检查空调制冷无异常,1
清洗拆装节气门,0
项目：JP,2
检查车辆行驶时加速抖动,1
发电量13.7V放电量8AM,1
发动机舱线路套餐,0
检查右前大灯远光灯不亮,1
吊发动机及拆装附件,0
检查后风挡不喷水,1
检修方向右跑偏,1
清除积碳及清洗节气门,0
更换前杠、中网、雾灯前杠护板、内衬右前大灯、安全带及滑块、座椅骨架,2
检查颠路车顶内饰异响,1
拆卸和安装整个主油路机油滤清器?,0
检测发动机声音是否正常上次大修过,0
拆装更换火花塞缸线,0
检查发电机皮带(工种:机电),0
TT更换左前车门玻璃,2
项目：右前门整形喷漆交钱开票,2
描述钣金拆装及修复,2
检查车主反映曾试过一次行驶过程中STOP灯亮,1
检查行车时有时熄火,1
底盘调整:方向盘对中调整(方向盘及横拉杆),2
顾客反映主驾驶座椅高度不能调节,1
清油路及进气歧管积碳,0
原因后减压阀故障,1
常规保养换机油机油滤清器,0
更换电阻器或大功率场效应晶体管?,2
右前门双色喷漆,2
消费满2000元，赠送多功能手电,2
更新外部燃油滤清器525元,0
PeksunnyRepairDeliveryFee,2
机油机滤买三送一,2
火花塞保养752元(长悦专享),0
"空气滤清器,清洁",2
更换机油电磁阀线束,0
更换发动机前罩盖、机油盘总成、曲轴前油封总成、,0
检查所有喷油器,0
客述:检查右侧大灯随动转向不起作用,1
描述检查右后轮慢撒气,1
更换右后门导轨下降异响,1
16400公里保养《中端机油》,2
更换机油机滤空调滤（D4),2
LDCT81240F135078,2
中保划痕(强),2
更新发电机轴承座密封件,0
机修:检查颠路行驶中开音乐右侧有共振,1
检修100迈方向盘抖[4.23换的2条新胎],1
左镜,2
右后门上幅右后叶子板油漆,2
前部车门饰板更新,2
抽真空加雪种(续保赠送项目),2
更换排气支管垫,0
安装大灯,2
检查倒车无影像（已处理）,1
免费检测(百色自驾游),2
发动机盖油漆(金属漆),0
检查右前门玻璃能升不能降,1
客户反映：左前喷嘴不回位,1
过年冬季关爱免费服务检测.正常,2
免费清洁空调滤空滤,2
清洗发动机燃油系统（非TSI）?,0
发动机机油保养(费用预计:820壳牌,0
描述建议清节气门,0
客户反映打方向会咔咔响,1
四轮定位（会员8330）,2
挂档难挂,2
QUATTROPORTE皮革剥落套件皮革剥落，损坏,1
检查出水室漏水,1
收音机有时不工作,1
建议更换空滤及进风滤,2
拆装右大边外装饰板,2
金标更换精品,2
左侧B柱饰板开裂,1
"BMW燃油系统保养(46缸发动机),预估价格:1588元1270",0
建议更换高品质燃油待观察,2
